college,State,region
Alaska Pacific University,AK,South Central
University of Alaska Fairbanks,AK,South Central
University of Alaska Southeast,AK,Southeast
Alaska Bible College,AK,Northern
University of Alaska Anchorage,AK,South Central
Ilisagvik College,AK,Anchorage
Alaska Christian College,AK,Anchorage
Alabama Agricultural & Mechanical University,AL,Region 1
Faulkner University,AL,Region 3
University of Montevallo,AL,Region 2
Alabama State University,AL,Region 3
Central Alabama Community College,AL,Region 2
Athens State University,AL,Region 1
Auburn University,AL,Region 3
Birmingham-Southern College,AL,Region 1
Calhoun Community College,AL,Region 1
Enterprise State Community College,AL,Region 4
University of North Alabama,AL,Region 1
Gadsden State Community College,AL,Region 1
George C. Wallace Community College,AL,Region 1
Huntingdon College,AL,Region 1
Jacksonville State University,AL,Region 1
Jefferson Davis Community College,AL,Region 2
Jefferson State Community College,AL,Region 2
Judson College,AL,Region 3
University of West Alabama,AL,Region 3
Marion Military Institute,AL,Region 3
Miles College,AL,Region 2
University of Mobile,AL,Region 4
Bishop State Community College,AL,Region 4
Northeast Alabama Community College,AL,Region 4
Oakwood University,AL,Region 1
Alabama Southern Community College,AL,Region 1
Samford University,AL,Region 2
Snead State Community College,AL,Region 4
Southern Union State Community College,AL,Region 4
Spring Hill College,AL,Region 2
Stillman College,AL,Region 2
Talladega College,AL,Region 2
Troy University,AL,Region 4
Tuskegee University,AL,Region 3
University of Alabama,AL,Region 2
University of Alabama at Birmingham,AL,Region 2
University of Alabama in Huntsville,AL,Region 2
University of South Alabama,AL,Region 4
Lawson State Community College,AL,Region 2
James H. Faulkner State Community College,AL,Region 4
J. F. Drake State Community and Technical College,AL,Region 4
Shelton State Community College,AL,Region 4
Reid State Technical College,AL,Region 4
Northwest - Shoals Community College,AL,Region 4
George Corley Wallace State Community College - Selma,AL,Region 4
Bevill State Community College,AL,Region 4
H. Councill Trenholm State Technical College,AL,Region 4
George C. Wallace State Community College,AL,Region 4
Auburn University Montgomery,AL,Region 4
Lurleen B. Wallace Community College,AL,Region 4
Concordia College Alabama,AL,Region 4
Chattahoochee Valley Community College,AL,Region 4
United States Sports Academy,AL,Region 4
Heritage Christian University,AL,Region 4
Southeastern Bible College,AL,Region 4
Fortis College,AL,Region 2
Amridge University,AL,Region 2
Virginia College,AL,Region 2
Fortis College,AL,Region 3
Blue Cliff Career College,AL,Region 3
Columbia Southern University,AL,Region 3
University of Arkansas at Monticello,AR,Catchment Area 6
University of Arkansas at Pine Bluff,AR,Catchment Area 6
Arkansas Baptist College,AR,Catchment Area 5
Lyon College,AR,Catchment Area 3
Arkansas Tech University,AR,Catchment Area 6
Arkansas State University,AR,Catchment Area 6
Arkansas State University - Beebe,AR,Catchment Area 6
University of Central Arkansas,AR,Catchment Area 6
Central Baptist College,AR,Catchment Area 3
University of the Ozarks,AR,Catchment Area 6
Crowley's Ridge College,AR,Catchment Area 6
Harding University,AR,Catchment Area 2
Henderson State University,AR,Catchment Area 8
Hendrix College,AR,Catchment Area 2
John Brown University,AR,Catchment Area 3
University of Arkansas at Little Rock,AR,Catchment Area 7
Ouachita Baptist University,AR,Catchment Area 3
Philander Smith College,AR,Catchment Area 8
Phillips Community College of the University of Arkansas,AR,Catchment Area 3
Shorter College,AR,Catchment Area 2
Williams Baptist College,AR,Catchment Area 3
Southern Arkansas University,AR,Catchment Area 3
University of Arkansas,AR,Catchment Area 3
University of Arkansas for Medical Sciences,AR,Catchment Area 3
University of Arkansas at Fort Smith,AR,Catchment Area 7
University of Arkansas Community College at Morrilton,AR,Catchment Area 1
Southeast Arkansas College,AR,Catchment Area 2
University of Arkansas Community College at Hope,AR,Catchment Area 2
Southern Arkansas University Tech,AR,Catchment Area 5
College of the Ouachitas,AR,Catchment Area 5
National Park Community College,AR,Catchment Area 5
East Arkansas Community College,AR,Catchment Area 3
North Arkansas College,AR,Catchment Area 7
Arkansas Northeastern College,AR,Catchment Area 7
University of Arkansas Community College at Batesville,AR,Catchment Area 1
South Arkansas Community College,AR,Catchment Area 2
Pulaski Technical College,AR,Catchment Area 2
Ozarka College,AR,Catchment Area 5
Rich Mountain Community College,AR,Catchment Area 5
Cossatot Community College of the University of Arkansas,AR,Catchment Area 5
Arkansas State University Mid-South,AR,Catchment Area 3
NorthWest Arkansas Community College,AR,Catchment Area 5
Baptist Health College Little Rock,AR,Catchment Area 5
Margaret's Hair Academy,AR,Catchment Area 3
Ecclesia College,AR,Catchment Area 7
Arkansas State University - Newport,AR,Catchment Area 7
American Samoa Community College,AS,Catchment Area 5
Thunderbird School of Global Management,AZ,Maricopa
Arizona Western College,AZ,Rural North
Cochise College,AZ,Rural North
Eastern Arizona College,AZ,Rural North
Grand Canyon University,AZ,Maricopa
Glendale Community College,AZ,Maricopa
Mesa Community College,AZ,Maricopa
Phoenix College,AZ,Maricopa
Yavapai College,AZ,Maricopa
Arizona State University,AZ,Maricopa
Northern Arizona University,AZ,Rural North
University of Arizona (The),AZ,Rural North
Tucson College,AZ,Rural North
Arizona Christian University,AZ,Rural South
Pima County Community College,AZ,Maricopa
Central Arizona College,AZ,Maricopa
Universal Technical Institute,AZ,Maricopa
Dine College,AZ,Maricopa
GateWay Community College,AZ,Maricopa
Scottsdale Community College,AZ,Rural South
Arizona Academy of Beauty,AZ,Rural South
Arizona Automotive Institute,AZ,Rural North
Refrigeration School (The),AZ,Rural South
Arizona Academy of Beauty - North,AZ,Maricopa
Northland Pioneer College,AZ,Maricopa
Mohave Community College,AZ,Maricopa
International Academy of Hair Design,AZ,Maricopa
Prescott College,AZ,Maricopa
University of Phoenix,AZ,Rural South
Universal Technical Institute,AZ,Rural South
Carrington College,AZ,Rural North
South Mountain Community College,AZ,Rural South
Western International University,AZ,Maricopa
Rio Salado Community College,AZ,Maricopa
American Indian College,AZ,Maricopa
Pima Medical Institute,AZ,Maricopa
Brookline College,AZ,Maricopa
Everest College Phoenix,AZ,Rural South
Southwest University of Visual Arts,AZ,Rural South
University of Advancing Computer Technology,AZ,Rural North
Cortiva Institute - Tucson,AZ,Rural South
Le Cordon Bleu College of Culinary Arts,AZ,Maricopa
Paradise Valley Community College,AZ,Maricopa
Cortiva Institute - Scottsdale,AZ,Maricopa
Conservatory of Recording Arts & Sciences,AZ,Maricopa
Chandler - Gilbert Community College,AZ,Maricopa
Coconino County Community College,AZ,Rural South
Southwest College of Naturopathic Medicine & Health Sciences,AZ,Rural South
Arizona College,AZ,Rural North
CollegeAmerica - Flagstaff,AZ,Rural South
Estrella Mountain Community College,AZ,Maricopa
International Baptist College & Seminary,AZ,Maricopa
East Valley Institute of Technology,AZ,Maricopa
Southwest Institute of Healing Arts,AZ,Maricopa
Tohono O'odham Community College,AZ,Maricopa
Art Institute of Phoenix (The),AZ,Rural South
Arizona Summit Law School,AZ,Rural South
Pure Aesthetics,AZ,Maricopa
Allan Hancock College,CA,Region 16R (San Diego)
Antelope Valley College,CA,Region 21R
Art Center College of Design,CA,Region 16R (San Diego)
Azusa Pacific University,CA,Region 21R
Bakersfield College,CA,Region 21R
Barstow Community College,CA,Region 16R (San Diego)
Biola University,CA,Region 16R (San Diego)
Brooks Institute,CA,Region 16R (San Diego)
Cabrillo College,CA,Region 10
California Baptist University,CA,Region 16R (San Diego)
California College of the Arts,CA,Region 16R (San Diego)
California Institute of Technology,CA,Region 16R (San Diego)
California Institute of the Arts,CA,Region 16R (San Diego)
California Lutheran University,CA,Region 10
California Maritime Academy,CA,Region 10
"California State University, Fullerton",CA,Region 10
"California State University, East Bay",CA,Region 10
"California State University, Long Beach",CA,Region 10
"California State University, Los Angeles",CA,Region 10
"California State University, Dominguez Hills",CA,Region 10
"California State University, San Bernardino",CA,Region 10
California Polytechnic State University,CA,Region 10
"California State Polytechnic University, Pomona",CA,Region 10
"California State University, Chico",CA,Region 16R (San Diego)
"California State University, Fresno",CA,Region 5R (San Francisco)
Humboldt State University,CA,Region 5R (San Francisco)
California State University - Sacramento,CA,Region 5R (San Francisco)
San Diego State University,CA,Region 5R (San Francisco)
"California State University, Northridge",CA,Region 5R (San Francisco)
San Francisco State University,CA,Region 5R (San Francisco)
San Jose State University,CA,Region 5R (San Francisco)
Sonoma State University,CA,Region 5R (San Francisco)
"California State University, Stanislaus",CA,Region 5R (San Francisco)
Cerritos Community College,CA,Region 5R (San Francisco)
Chabot College,CA,Region 5R (San Francisco)
Chaffey Community College,CA,Region 5R (San Francisco)
Chapman University,CA,Region 5R (San Francisco)
Church Divinity School of the Pacific,CA,Region 5R (San Francisco)
Citrus Community College,CA,Region 5R (San Francisco)
Claremont Graduate University,CA,Region 5R (San Francisco)
Claremont McKenna College,CA,Region 5R (San Francisco)
Harvey Mudd College,CA,Region 5R (San Francisco)
Pitzer College,CA,Region 5R (San Francisco)
Pomona College,CA,Region 5R (San Francisco)
Scripps College,CA,Region 9R (San Mateo)
West Hills Community College,CA,Region 9R (San Mateo)
Cogswell Polytechnical College,CA,Region 9R (San Mateo)
College of Marin,CA,Region 9R (San Mateo)
Notre Dame de Namur University,CA,Region 9R (San Mateo)
College of San Mateo,CA,Region 9R (San Mateo)
College of the Desert,CA,Region 9R (San Mateo)
Holy Names University,CA,Region 9R (San Mateo)
College of the Redwoods,CA,Region 6 (Santa Clara)
College of the Sequoias,CA,Region 6 (Santa Clara)
College of the Siskiyous,CA,Region 6 (Santa Clara)
Contra Costa College,CA,Region 6 (Santa Clara)
Diablo Valley College,CA,Region 6 (Santa Clara)
Cuesta College,CA,Region 6 (Santa Clara)
Cypress College,CA,Region 6 (Santa Clara)
Dominican University of California,CA,Region 6 (Santa Clara)
El Camino College,CA,Region 6 (Santa Clara)
Foothill College,CA,Region 6 (Santa Clara)
Fuller Theological Seminary,CA,Region 6 (Santa Clara)
Fullerton College,CA,Region 6 (Santa Clara)
Gavilan College,CA,Region 6 (Santa Clara)
Glendale Community College,CA,Region 6 (Santa Clara)
Golden Gate University,CA,Region 6 (Santa Clara)
Graduate Theological Union,CA,Region 6 (Santa Clara)
Grossmont College,CA,Region 6 (Santa Clara)
Hartnell Community College,CA,Region 6 (Santa Clara)
Humphreys College,CA,Region 4R
Imperial Valley College,CA,Region 4R
La Sierra University,CA,Region 4R
University of La Verne,CA,Region 4R
Lassen College,CA,Region 4R
Loma Linda University,CA,Region 4R
Long Beach City College,CA,Region 4R
Master's College & Seminary (The),CA,Region 4R
Los Angeles City College,CA,Region 4R
Los Angeles Harbor College,CA,Region 4R
Los Angeles Pierce College,CA,Region 4R
Los Angeles Trade-Technical College,CA,Region 4R
Los Angeles Valley College,CA,Region 6 (Santa Clara)
Southern California University of Health Sciences,CA,Region 4R
Marshall B. Ketchum University,CA,Region 7R (Contra Costa)
American River College,CA,Region 7R (Contra Costa)
Sacramento City College,CA,Region 7R (Contra Costa)
Menlo College,CA,Region 6 (Santa Clara)
Merced Community College,CA,Region 7R (Contra Costa)
Mills College,CA,Region 7R (Contra Costa)
MiraCosta College,CA,Region 6 (Santa Clara)
Modesto Junior College,CA,Region 7R (Contra Costa)
Monterey Peninsula College,CA,Region 6 (Santa Clara)
Mount Saint Mary's University,CA,Region 7R (Contra Costa)
Mount San Antonio College,CA,Region 6 (Santa Clara)
Mt. San Jacinto College,CA,Region 10
Napa Valley College,CA,Region 10
Occidental College,CA,Region 10
Orange Coast College,CA,Region 10
Otis College of Art & Design,CA,Region 10
Hope International University,CA,Region 10
Fresno Pacific University,CA,Region 10
Pacific Lutheran Theological Seminary,CA,Region 10
Pacific Oaks College,CA,Region 10
Pacific School of Religion,CA,Region 10
Pacific Union College,CA,Region 10
Palo Verde College,CA,Region 10
Palomar College,CA,Region 10
Pasadena City College,CA,Region 10
Point Loma Nazarene University,CA,Region 10
Laney College,CA,Region 10
Merritt College,CA,Region 10
Rio Hondo Community College,CA,Region 10
Riverside City College,CA,Region 10
San Bernardino Valley College,CA,Region 10
San Diego City College,CA,Region 10
San Diego Mesa College,CA,Region 10
San Francisco Conservatory of Music,CA,Region 10
San Joaquin Delta College,CA,Region 10
William Jessup University,CA,Region 21R
San Jose City College,CA,Region 21R
Santa Ana College,CA,Region 21R
Santa Barbara City College,CA,Region 21R
Santa Monica College,CA,Region 21R
Santa Rosa Junior College,CA,Region 21R
Claremont School of Theology,CA,Region 21R
Shasta College,CA,Region 21R
Sierra College,CA,Region 21R
Simpson University,CA,Region 21R
Solano Community College,CA,Region 21R
Vanguard University of Southern California,CA,Region 21R
Southwestern Community College District,CA,Region 5R (San Francisco)
Southwestern Law School,CA,Region 5R (San Francisco)
Saint Mary's College of California,CA,Region 21R
Stanford University,CA,Region 21R
Fresno City College,CA,Region 21R
Reedley College,CA,Region 21R
Taft College,CA,Region 21R
"University of California, Berkeley",CA,Region 21R
"University of California, Davis",CA,Region 21R
"University of California, Irvine",CA,Region 21R
"University of California, Los Angeles",CA,Region 5R (San Francisco)
"University of California, Riverside",CA,Region 12R
"University of California, San Diego",CA,Region 12R
"University of California, San Francisco",CA,Region 12R
"University of California, Santa Barbara",CA,Region 12R
"University of California, Santa Cruz",CA,Region 12R
University of Redlands,CA,Region 12R
University of San Francisco,CA,Region 7R (Contra Costa)
Santa Clara University,CA,Region 7R (Contra Costa)
University of Southern California,CA,Region 7R (Contra Costa)
University of the Pacific,CA,Region 7R (Contra Costa)
Ventura College,CA,Region 7R (Contra Costa)
Victor Valley Community College,CA,Region 16R (San Diego)
West Valley College,CA,Region 16R (San Diego)
Westmont College,CA,Region 16R (San Diego)
Whittier College,CA,Region 16R (San Diego)
Woodbury University,CA,Region 16R (San Diego)
Yuba College,CA,Region 16R (San Diego)
Ashford University,CA,Region 7R (Contra Costa)
American Jewish University,CA,Region 12R
"University of California, Hastings College of the Law",CA,Region 1R
San Francisco Art Institute,CA,Region 1R
Starr King School for the Ministry,CA,Region 20R
De Anza Community College,CA,Region 10
Ohlone College,CA,Region 10
John F. Kennedy University,CA,Region 10
Everest College,CA,Region 10
City College of San Francisco,CA,Region 10
Hacienda La Puente Adult Education,CA,Region 10
Los Angeles County College of Nursing and Allied Health,CA,Region 4R
College of Alameda,CA,Region 7R (Contra Costa)
Casa Loma College,CA,Region 5R (San Francisco)
Canada College,CA,Region 5R (San Francisco)
Samuel Merritt University,CA,Region 8R (Alameda)
Los Angeles Southwest College,CA,Region 8R (Alameda)
Bellus Academy,CA,Region 9R (San Mateo)
Newberry School of Beauty,CA,Region 6 (Santa Clara)
Lyle's College of Beauty,CA,Region 6 (Santa Clara)
Bryan University,CA,Region 21R
North Adrian's College of Beauty,CA,Region 21R
WyoTech,CA,Region 16R (San Diego)
Salon Success Academy,CA,Region 16R (San Diego)
Modern Beauty Academy - Oxnard,CA,Region 16R (San Diego)
Heald College,CA,Region 12R
Federico Beauty Institute,CA,Region 10
Coleman University,CA,Region 10
Marinello Schools of Beauty,CA,Region 10
Academy of Art University,CA,Region 10
Cosumnes River College,CA,Region 4R
Bryman College,CA,Region 7R (Contra Costa)
Concorde Career College,CA,Region 5R (San Francisco)
Columbia College,CA,Region 5R (San Francisco)
Skyline College,CA,Region 8R (Alameda)
Concorde Career College,CA,Region 8R (Alameda)
"California State University, Bakersfield",CA,Region 9R (San Mateo)
Concorde Career College,CA,Region 6 (Santa Clara)
Butte College,CA,Region 6 (Santa Clara)
Everest College,CA,Region 21R
Theatre of Arts,CA,Region 21R
Concorde Career College,CA,Region 16R (San Diego)
West Los Angeles College,CA,Region 16R (San Diego)
Feather River College,CA,Region 16R (San Diego)
California Christian College,CA,Region 12R
Wright Institute (The),CA,Region 10
College of the Canyons,CA,Region 10
Saddleback College,CA,Region 10
Associated Technical College,CA,Region 10
Empire College,CA,Region 4R
Carrington College,CA,Region 7R (Contra Costa)
Santa Barbara Business College,CA,Region 5R (San Francisco)
Pepperdine University,CA,Region 5R (San Francisco)
Los Medanos College,CA,Region 8R (Alameda)
Charles Drew University of Medicine and Science,CA,Region 8R (Alameda)
University of San Diego,CA,Region 9R (San Mateo)
Marymount California University,CA,Region 6 (Santa Clara)
Thomas Jefferson School of Law,CA,Region 6 (Santa Clara)
Bryman College,CA,Region 21R
Everest College,CA,Region 21R
Everest College,CA,Region 16R (San Diego)
Fashion Institute of Design & Merchandising,CA,Region 16R (San Diego)
Alliant International University,CA,Region 16R (San Diego)
Bryman College,CA,Region 12R
Everest College,CA,Region 10
National University,CA,Region 10
Westwood College - South Bay,CA,Region 10
Loyola Marymount University,CA,Region 10
Mendocino College,CA,Region 4R
North-West College,CA,Region 7R (Contra Costa)
San Diego Miramar College,CA,Region 5R (San Francisco)
California Hair Design Academy,CA,Region 5R (San Francisco)
Lu Ross Academy,CA,Region 8R (Alameda)
Bellus Academy,CA,Region 8R (Alameda)
San Diego Christian College,CA,Region 9R (San Mateo)
Bryman College,CA,Region 6 (Santa Clara)
California Institute of Integral Studies,CA,Region 6 (Santa Clara)
Manchester Beauty College,CA,Region 21R
Tulare Beauty College,CA,Region 21R
Universal College of Beauty,CA,Region 16R (San Diego)
Evergreen Valley College,CA,Region 16R (San Diego)
Los Angeles Mission College,CA,Region 16R (San Diego)
Marinello School of Beauty,CA,Region 12R
North-West College,CA,Region 10
WyoTech,CA,Region 10
Lake Tahoe Community College,CA,Region 10
MTI College,CA,Region 10
Professional Institute of Beauty,CA,Region 4R
Oceanside College of Beauty,CA,Region 7R (Contra Costa)
Lancaster Beauty School,CA,Region 5R (San Francisco)
American Beauty College,CA,Region 5R (San Francisco)
Salon Success Academy,CA,Region 8R (Alameda)
California Western School of Law,CA,Region 8R (Alameda)
Lytle's Redwood Empire Beauty College,CA,Region 9R (San Mateo)
Marinello School of Beauty,CA,Region 6 (Santa Clara)
Paris Beauty College,CA,Region 6 (Santa Clara)
Waynes College of Beauty,CA,Region 21R
Sierra College of Beauty,CA,Region 21R
Concordia University,CA,Region 16R (San Diego)
Southern California Institute of Architecture (The),CA,Region 16R (San Diego)
Marinello School of Beauty,CA,Region 16R (San Diego)
Elegance International,CA,Region 12R
Kaplan College,CA,Region 10
American Conservatory Theater Foundation,CA,Region 10
Columbia College Hollywood,CA,Region 10
California College San Diego,CA,Region 10
Cuyamaca College,CA,Region 4R
Mission College,CA,Region 7R (Contra Costa)
Saybrook University,CA,Region 5R (San Francisco)
San Joaquin Valley College,CA,Region 5R (San Francisco)
Career Academy of Beauty,CA,Region 8R (Alameda)
Bridges Beauty College,CA,Region 8R (Alameda)
Palo Alto University,CA,Region 9R (San Mateo)
Chicago School of Professional Psychology,CA,Region 6 (Santa Clara)
Musicians Institute,CA,Region 6 (Santa Clara)
Estes Institute of Cosmetology Arts & Sciences,CA,Region 21R
Argosy University,CA,Region 21R
Moler Barber College,CA,Region 16R (San Diego)
Madera Beauty College,CA,Region 16R (San Diego)
Salon Success Academy,CA,Region 16R (San Diego)
Colleen O'Hara's Beauty Academy,CA,Region 12R
California Culinary Academy,CA,Region 10
Marinello School of Beauty,CA,Region 10
East Los Angeles College,CA,Region 10
Life Chiropractic College West,CA,Region 10
Fredrick and Charles Beauty College,CA,Region 4R
Gemological Institute of America,CA,Region 7R (Contra Costa)
"Thanh Le College, School of Cosmetology",CA,Region 5R (San Francisco)
Phillips Graduate Institute,CA,Region 5R (San Francisco)
American Career College,CA,Region 8R (Alameda)
Berkeley City College,CA,Region 8R (Alameda)
Yeshiva Ohr Elchonon Chabad - West Coast Talmudical Seminary,CA,Region 9R (San Mateo)
Sofia University,CA,Region 6 (Santa Clara)
Life Pacific College,CA,Region 6 (Santa Clara)
South Coast College,CA,Region 21R
Alhambra Beauty College,CA,Region 21R
Hilltop Beauty School,CA,Region 16R (San Diego)
Design Institute of San Diego,CA,Region 16R (San Diego)
Platt College - San Diego,CA,Region 16R (San Diego)
Kaplan College,CA,Region 12R
Laguna College of Art and Design,CA,Region 10
Center for Employment Training,CA,Region 10
Glendale Career College,CA,Region 10
Marinello School of Beauty,CA,Region 10
Academy of Radio & TV Broadcasting,CA,Region 4R
Bellus Academy,CA,Region 7R (Contra Costa)
Kaplan College,CA,Region 5R (San Francisco)
Shasta Bible College and Graduate School,CA,Region 5R (San Francisco)
Western University of Health Sciences,CA,Region 8R (Alameda)
CR'U Institute of Cosmetology and Barbering,CA,Region 8R (Alameda)
San Joaquin College of Law,CA,Region 9R (San Mateo)
National Hispanic University (The),CA,Region 6 (Santa Clara)
Avance' Beauty College,CA,Region 6 (Santa Clara)
California Career School,CA,Region 21R
Adrians Beauty College of Turlock,CA,Region 21R
Palomar Institute of Cosmetology,CA,Region 16R (San Diego)
Kaplan College,CA,Region 16R (San Diego)
Irvine Valley College,CA,Region 16R (San Diego)
National Holistic Institute,CA,Region 12R
Brownson Technical School,CA,Region 10
Hypnosis Motivation Institute,CA,Region 10
Kaplan College,CA,Region 10
Associated Technical College,CA,Region 10
Associated Technical College,CA,Region 4R
Diversified Vocational College,CA,Region 7R (Contra Costa)
United Education Institute,CA,Region 5R (San Francisco)
InterCoast Colleges,CA,Region 5R (San Francisco)
Los Angeles ORT Technical Institute,CA,Region 8R (Alameda)
North-West College,CA,Region 8R (Alameda)
Asian - American International Beauty College,CA,Region 9R (San Mateo)
Spartan College of Aeronautics & Technology,CA,Region 6 (Santa Clara)
South Baylo University,CA,Region 6 (Santa Clara)
Central Coast College,CA,Region 21R
Pinnacle College,CA,Region 21R
"California State University, San Marcos",CA,Region 16R (San Diego)
Capstone College,CA,Region 16R (San Diego)
Pacific College of Oriental Medicine,CA,Region 16R (San Diego)
Las Positas College,CA,Region 12R
Fremont College,CA,Region 10
NewSchool of Architecture and Design,CA,Region 10
Royale College of Beauty,CA,Region 10
Westech College,CA,Region 10
Platt College,CA,Region 4R
Modern Technology School,CA,Region 7R (Contra Costa)
Institute of Technology,CA,Region 5R (San Francisco)
Sage College,CA,Region 5R (San Francisco)
Everest College,CA,Region 8R (Alameda)
Westwood College - Los Angeles,CA,Region 8R (Alameda)
American College of Traditional Chinese Medicine,CA,Region 9R (San Mateo)
Marinello School of Beauty,CA,Region 6 (Santa Clara)
Yo San University of Traditional Chinese Medicine,CA,Region 6 (Santa Clara)
Summit College,CA,Region 21R
Dongguk University Los Angeles,CA,Region 21R
UEI College,CA,Region 16R (San Diego)
Southern California Institute of Technology,CA,Region 16R (San Diego)
East San Gabriel Valley ROP and Technical Center,CA,Region 16R (San Diego)
John Wesley International Barber & Beauty College,CA,Region 12R
Premiere Career College,CA,Region 10
Pacifica Graduate Institute,CA,Region 10
Mt. Sierra College,CA,Region 10
Five Branches University,CA,Region 10
American College of Healthcare,CA,Region 4R
A - Technical College,CA,Region 7R (Contra Costa)
University of St. Augustine for Health Sciences,CA,Region 5R (San Francisco)
Everest College,CA,Region 5R (San Francisco)
Le Cordon Bleu College of Culinary Arts,CA,Region 8R (Alameda)
American University of Health Sciences,CA,Region 8R (Alameda)
Career Networks Institute,CA,Region 9R (San Mateo)
CBD College,CA,Region 6 (Santa Clara)
"California State University, Monterey Bay",CA,Region 6 (Santa Clara)
Bethesda University,CA,Region 21R
Charter College,CA,Region 21R
Academy of Chinese Culture and Health Sciences,CA,Region 16R (San Diego)
Pacific College,CA,Region 16R (San Diego)
"Acupuncture and Integrative Medicine College, Berkeley",CA,Region 16R (San Diego)
Southern California Seminary,CA,Region 12R
American Career College,CA,Region 10
International Career Development Center,CA,Region 10
Bryan College,CA,Region 10
Epic Bible College,CA,Region 10
English Center (The),CA,Region 4R
University of Antelope Valley,CA,Region 7R (Contra Costa)
Marinello School of Beauty,CA,Region 5R (San Francisco)
PCI College,CA,Region 5R (San Francisco)
King's University (The),CA,Region 8R (Alameda)
Advanced Training Associates,CA,Region 8R (Alameda)
Copper Mountain College,CA,Region 9R (San Mateo)
COBA Academy,CA,Region 6 (Santa Clara)
David's Academy of Beauty,CA,Region 6 (Santa Clara)
West Coast Ultrasound Institute,CA,Region 21R
Design's School of Cosmetology,CA,Region 21R
California Healing Arts College,CA,Region 16R (San Diego)
Community Enhancement Services,CA,Region 16R (San Diego)
Santiago Canyon College,CA,Region 16R (San Diego)
University of the West,CA,Region 12R
West Coast University,CA,Region 10
ATI College,CA,Region 10
School of Urban Missions,CA,Region 10
Advanced College,CA,Region 10
Soka University of America,CA,Region 4R
Keck Graduate Institute of Applied Life Sciences,CA,Region 7R (Contra Costa)
World Mission University,CA,Region 5R (San Francisco)
Los Angeles Music Academy,CA,Region 5R (San Francisco)
Folsom Lake College,CA,Region 8R (Alameda)
Cambridge Junior College,CA,Region 8R (Alameda)
Community Christian College,CA,Region 9R (San Mateo)
Stanbridge College,CA,Region 6 (Santa Clara)
National Polytechnic College,CA,Region 6 (Santa Clara)
Mueller College,CA,Region 21R
UEI College,CA,Region 21R
American Career College,CA,Region 16R (San Diego)
Ex'pression College,CA,Region 16R (San Diego)
California Career College,CA,Region 16R (San Diego)
California State University Channel Islands,CA,Region 12R
University of East-West Medicine,CA,Region 10
Palace Beauty College,CA,Region 10
Blake Austin College,CA,Region 10
Thuy Princess Beauty College,CA,Region 10
United States University,CA,Region 4R
Palladium Technical Academy,CA,Region 7R (Contra Costa)
Los Angeles Film School (The),CA,Region 5R (San Francisco)
Career College of California,CA,Region 5R (San Francisco)
Asher College,CA,Region 8R (Alameda)
Gnomon,CA,Region 8R (Alameda)
WestMed College,CA,Region 9R (San Mateo)
Coastline Beauty College,CA,Region 6 (Santa Clara)
Make-Up Designory,CA,Region 6 (Santa Clara)
West Hills College Lemoore,CA,Region 21R
Valley College of Medical Careers,CA,Region 21R
Mayfield College,CA,Region 16R (San Diego)
New York Film Academy,CA,Region 16R (San Diego)
Career College Consultants,CA,Region 16R (San Diego)
Champion Institute of Cosmetology,CA,Region 12R
Coast Career Institute,CA,Region 10
"University of California, Merced",CA,Region 10
Academy of Esthetics and Cosmetology,CA,Region 10
InfoTech Career College,CA,Region 10
San Diego College,CA,Region 4R
International Professional School of Bodywork,CA,Region 7R (Contra Costa)
Laurus College,CA,Region 5R (San Francisco)
Touro University Worldwide,CA,Region 5R (San Francisco)
Touro University,CA,Region 8R (Alameda)
Woodland Community College,CA,Region 8R (Alameda)
Career Development Institute,CA,Region 9R (San Mateo)
International College of Cosmetology,CA,Region 6 (Santa Clara)
National Career College,CA,Region 6 (Santa Clara)
Beyond 21st Century Beauty Academy,CA,Region 21R
Homestead Schools,CA,Region 21R
RWM Fiber Optics,CA,Region 16R (San Diego)
Providence Christian College,CA,Region 16R (San Diego)
American Medical Sciences Center,CA,Region 16R (San Diego)
Brandman University,CA,Region 12R
Angeles Institute,CA,Region 10
Tramy Beauty School,CA,Region 10
Unitek College,CA,Region 10
Gurnick Academy of Medical Arts,CA,Region 10
Santa Ana Beauty Academy,CA,Region 4R
Moreno Valley College,CA,Region 7R (Contra Costa)
Elite Cosmetology School,CA,Region 5R (San Francisco)
Norco College,CA,Region 5R (San Francisco)
Ashdown College of Health Sciences,CA,Region 8R (Alameda)
Salinas Beauty College,CA,Region 8R (Alameda)
Academy of Couture Art,CA,Region 9R (San Mateo)
"International College of Beauty, Arts & Sciences",CA,Region 6 (Santa Clara)
California Miramar University,CA,Region 6 (Santa Clara)
Academy for Salon Professionals,CA,Region 21R
Santa Ana Beauty College,CA,Region 21R
John Paul the Great Catholic University,CA,Region 16R (San Diego)
Diamond Beauty College,CA,Region 16R (San Diego)
Unitek College,CA,Region 16R (San Diego)
Advanced Computing Institute,CA,Region 12R
California Career Institute,CA,Region 10
UEI College,CA,Region 4R
High Tech High Graduate School of Education,CA,Region 7R (Contra Costa)
Fab School (The),CA,Region 10
Bay Area Medical Academy,CA,Region 4R
High Desert Medical College,CA,Region 7R (Contra Costa)
California Jazz Conservatory,CA,Region 5R (San Francisco)
Aviation Institute of Maintenance,CA,Region 5R (San Francisco)
Adams State University,CO,Region 4
Arapahoe Community College,CO,Regions 2 and 7
Colorado College,CO,Region 3
Colorado School of Mines,CO,Regions 5 and 6
